"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","662","7.00","0.00","24500.00","0.00","0.00","HARSHA GENERAL STORES","PONNUR","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","666","6.00","0.00","21000.00","0.00","0.00","M/S.YAKKALA VENKATA SUBBA RAO & CO","GUNTUR","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","667","10.00","0.00","36500.00","0.00","0.00","SRI LAKSHMI VENKATESWRA TRADERS...","AKIVEDU","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","672","10.00","0.00","36875.00","0.00","0.00","SRI PURNACHANDRA GENERAL STORES","REPALLE","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","08-05-25","B","674","10.00","0.00","35000.00","0.00","0.00","NANDINI SWEETS","REPALLE","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","09-05-25","B","679","15.00","0.00","55875.00","0.00","0.00","PADMAVATHI GENERAL STORES","ELURU","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","09-05-25","B","680","30.00","0.00","111750.00","0.00","0.00","JAYA VAISHNAV GENERALS","MACHILIPATNAM","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","09-05-25","B","683","15.00","0.00","53250.00","0.00","0.00","SUBRAMENYESWARA TRADERS","MACHILIPATNAM","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","09-05-25","B","685","60.00","0.00","213750.00","0.00","0.00","JAYA VENKATESWARA ENTERPRISES","VIJAYAWADA","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
"VIJAYAAMBICA ENTERPRISES VIJAYAWADA","Sale Aara","","01-05-25 To 29-05-25","Date","I.No.","Qty","Wt.","AMOUNT","C GST","S GST","Party Name","09-05-25","B","690","20.00","0.00","73500.00","0.00","0.00","VARA MAHALAKSHMI TRADERS","VIJAYAWADA","TOTALS","7966.00","0.00","26565670.00","0.00","0.00","1"
